0,1,2,3,4,5,6,7,8,9,10
15.0,-0.5745581331424137,-0.4321487936470637,-1.0644241467266955,-0.6418982280024725,-0.6076853645006243,-0.7262115735818166,-0.6382168891980078,0.0,0.0,1.0
7.0,-1.4489858478494209,-1.4399289969040678,-1.1839783068513945,-1.2302771064644882,-1.1709098401337676,-1.2052212408365908,-1.2129873174176684,0.0,0.0,1.0
9.0,0.05003309164830575,0.12213031814428865,-0.10799086572910817,-0.3094692602752332,-0.4634998987385395,-0.3566898302709905,-0.2071390680332622,1.0,0.0,0.0
10.0,-0.6994763781005576,-0.4321487936470637,-0.3470991859785052,-0.6378193449628745,-0.6482375267462106,-0.6075996559758723,-0.6022937374342789,0.0,0.0,1.0
7.0,-1.6155435077936124,-1.5407070172297683,-1.4230866271007911,-1.2720856576203678,-1.2159677981844192,-1.2873371837945524,-1.320756772708855,0.0,1.0,0.0
8.0,-0.8243946230587016,-1.087205925764117,-1.0644241467266955,-0.9733074749698124,-0.9839193142235642,-0.9406254246387156,-0.8537557997803805,0.0,1.0,0.0
20.0,0.05003309164830575,0.07174130798143838,0.2506716146449868,-0.10450538753543244,-0.55136291693731,-0.3566898302709905,0.6550165742962291,1.0,0.0,0.0
16.0,0.1749513366064497,0.1725193283071389,-0.3470991859785052,-0.12388008197352295,-0.2945325560485966,-0.2836978809750248,0.15209244960402588,1.0,0.0,0.0
9.0,-0.4080004731982221,-0.3817597834842135,-0.3470991859785052,-0.6510757148415682,-0.6437317309411454,-0.6212856464688659,-0.5304474339068213,0.0,0.0,1.0
19.0,0.2165907515924977,0.3236863587956897,0.2506716146449868,0.1341092702810522,-0.20216374204476104,-0.2700118904820312,0.5831702707687715,1.0,0.0,0.0
14.0,0.00839367666225776,-0.2809817631585129,0.011563294395590387,-0.4532498874210637,-0.7451121365551113,-0.3019458682990162,-0.2071390680332622,1.0,0.0,0.0
10.0,-0.7827552080726535,-0.5833158241356144,-0.7057616663526005,-0.8621579121407661,-0.8645157253893376,-0.9086914468217306,-0.7459863444891941,0.0,0.0,1.0
11.0,-0.28308222824007817,-0.2809817631585129,-0.10799086572910817,-0.5858135862079997,-0.6392259351360803,-0.7809555355537907,-0.3508316750881773,0.0,0.0,1.0
10.0,0.09167250663435374,-0.029036712344261587,0.13111745452028825,-0.2941734488767407,-0.3914071658574971,-0.08753201724211693,-0.24306221979699105,1.0,0.0,0.0
10.0,-0.4496398881842701,-0.5329268139727642,-0.9448699866019972,-0.7204167265147347,-0.8645157253893376,-0.9132534436527284,-0.38675482685190615,1.0,0.0,0.0
12.0,-0.19980339826798216,-0.07942572250711186,-0.2275450258538067,-0.334962279272721,-0.4567412050309418,-0.43424377639795386,0.008399842549110562,0.0,0.0,1.0
7.0,-1.4073464328633731,-1.288761966415517,-1.3035324669760926,-1.0977134076775523,-1.1911859212565608,-1.2873371837945524,-0.8896789515441093,0.0,1.0,0.0
10.0,-0.6994763781005576,-0.6840938444613145,-0.9448699866019972,-0.7703830437498105,-0.7721469113855022,-0.8539474848497565,-0.7819094962529229,1.0,0.0,0.0
7.0,-1.324067602891277,-1.1375949359269668,-1.4230866271007911,-1.1690938608705177,-1.1821743296464309,-1.2554032059775675,-0.9974484068352956,0.0,0.0,1.0
9.0,-0.6161975481284616,-0.8856498851127155,-0.9448699866019972,-0.9131439501357416,-0.8509983379741421,-0.9634354087937048,-0.8896789515441093,0.0,0.0,1.0
11.0,-1.4073464328633731,-1.288761966415517,-1.0644241467266955,-1.1894882760685077,-1.1889330233540285,-1.082047326399649,-1.1770641656539398,0.0,0.0,1.0
10.0,-1.1991493579331332,-1.3391509765783671,-0.9448699866019972,-1.2302771064644882,-1.2587728583325382,-1.2006592440055932,-1.1052178621264819,0.0,1.0,0.0
12.0,0.3415089965506408,0.3236863587956897,0.3702257747696853,0.22588413867200796,0.3069911839276005,0.30479971022369834,0.22393875313148354,1.0,0.0,0.0
9.0,0.2165907515924977,0.07174130798143838,-0.10799086572910817,-0.13305756881261865,-0.18639345672703295,0.26830373557571546,-0.2789853715607197,1.0,0.0,0.0
10.0,0.7579031464111207,0.7267984400984913,0.6093340950190824,0.6786401560673891,0.6922367252606707,1.0985871588173248,0.475400815477585,1.0,0.0,0.0
11.0,0.2998695815645937,0.3236863587956897,0.011563294395590387,0.2034502819542188,0.104230372699669,0.06757587501180998,0.4394776637138561,1.0,0.0,0.0
11.0,0.4664272415087847,0.42446437912139023,1.087550735517876,0.3400928637807528,0.15829992236045082,0.8339913426194495,0.3317082084226696,1.0,0.0,0.0
12.0,0.5497060714808807,0.37407536895854,0.011563294395590387,0.2085488857537162,-0.015173216134557247,0.4872795834636124,0.2957850566589412,0.0,0.0,1.0
15.0,0.6746243164390247,0.676409429935641,0.9679965753931772,0.2197658141126109,0.156047024457918,0.3504196785336767,0.4035545119501273,0.0,0.0,1.0
11.0,0.4247878265227367,0.1725193283071389,0.011563294395590387,0.07088658316728295,0.15154122865285286,0.4234116278296424,-0.2789853715607197,0.0,0.0,1.0
10.0,0.4664272415087847,0.6260204197727908,0.6093340950190824,0.34417174682035084,0.15379412655538566,0.5602715327595781,0.6550165742962291,0.0,0.0,1.0
15.0,1.2992155412297446,1.5330226027040954,0.6093340950190824,1.6524734817714184,1.109022837229197,0.9115452887464132,1.5890185201531783,1.0,0.0,0.0
18.0,1.1742972962716005,1.1802995315641436,0.6093340950190824,1.0386015843119152,0.8657098637556788,1.6140928007200819,0.798709181351144,0.0,0.0,1.0
19.0,1.2992155412297446,1.432244582378395,0.8484424152684789,1.9767446834194615,2.052987058390345,1.9334325788899325,1.553095368389449,1.0,0.0,0.0
13.0,1.5074126161599837,1.432244582378395,1.4462132158919714,1.7962541089172492,1.2329322218684884,2.1067884584678502,1.8045574307355503,1.0,0.0,0.0
8.0,-0.4912793031703177,-0.5329268139727642,-0.8253158264772991,-0.7122589604355386,-0.5964208749879615,-0.5163597193559153,-0.8178326480166517,0.0,0.0,1.0
16.0,0.13331192162040173,0.676409429935641,0.3702257747696853,0.7918291604162345,0.7710881518493106,1.1578931176202971,0.7268628778236867,1.0,0.0,0.0
8.0,-0.6161975481284616,-0.5329268139727642,-0.8253158264772991,-0.624562975084181,-0.55136291693731,-0.5847896718208829,-0.6741400409617366,1.0,0.0,0.0
11.0,0.4247878265227367,0.37407536895854,-0.10799086572910817,0.11065569280336364,0.09747167899207128,0.2089977767727433,0.15209244960402588,1.0,0.0,0.0
9.0,-1.4073464328633731,-1.1879839460898172,-1.1839783068513945,-1.0222540714449888,-1.01545988485902,-0.8630714785117523,-1.0692947103627533,0.0,0.0,1.0
9.0,-0.6161975481284616,-0.7344828546241647,-0.8253158264772991,-0.8234085232645849,-0.7789056050930998,-0.8174515102017736,-0.8896789515441093,1.0,0.0,0.0
14.0,0.2165907515924977,0.1725193283071389,-0.10799086572910817,0.04641328492969477,0.011861558695833658,0.1405678243077757,0.22393875313148354,1.0,0.0,0.0
5.0,-2.3650529775424762,-2.346931179835372,-2.25996574797368,-1.547410262793235,-1.4773039548781974,-1.4333210823864841,-1.5722188350549566,0.0,1.0,0.0
5.0,-2.656528882444812,-2.598876230649624,-2.0208574277242835,-1.6045146253476072,-1.5043387297085884,-1.5108750285134476,-1.6296958778769224,0.0,1.0,0.0
4.0,-2.6148894674587635,-2.598876230649624,-2.140411587848982,-1.6045146253476072,-1.5403850961491097,-1.5336850126684365,-1.6081419868186853,0.0,1.0,0.0
7.0,-1.1158705279610373,-1.1375949359269668,-1.0644241467266955,-1.2761645406599658,-1.2249793897945496,-1.237155218653576,-1.1770641656539398,0.0,1.0,0.0
9.0,-0.4496398881842701,-0.3817597834842135,-0.4666533461032038,-0.5083148084556371,-0.2990383518536618,0.4234116278296424,-0.7100631927254653,0.0,0.0,1.0
7.0,-0.5329187181563656,-0.3313707733213632,-0.4666533461032038,-0.7510083493117198,-0.8194577673386862,-0.6440956306238552,-0.6382168891980078,1.0,0.0,0.0
6.0,-1.6571829227796604,-1.641485037555469,-1.6621949473501878,-1.3618210844915246,-1.279048939455331,-1.4150730950624926,-1.3926030762363124,0.0,1.0,0.0
9.0,0.00839367666225776,0.1725193283071389,0.4897799348943839,0.013782220612910505,-0.021931909842155223,0.30023771339270044,0.04432299431283939,1.0,0.0,0.0
8.0,-0.033245738323790235,0.021352297818588117,-0.4666533461032038,-0.4767034648987525,-0.5446042232297122,-0.6349716369618594,-0.3508316750881773,0.0,1.0,0.0
7.0,-1.0325916979889411,-0.8856498851127155,-1.0644241467266955,-1.0722203886800648,-1.0177127827615526,-1.1002953137236406,-0.9974484068352956,0.0,0.0,1.0
10.0,-0.3247216432261261,-0.482537803809914,-0.2275450258538067,-0.5858135862079997,-0.4499825113233441,-0.7718315418917951,-0.5663705856705501,0.0,0.0,1.0
10.0,-0.4496398881842701,-0.482537803809914,-0.4666533461032038,-0.7163378434751366,-0.6707665057715364,-0.6851536021028359,-0.6382168891980078,1.0,0.0,0.0
7.0,-0.9909522830028932,-0.986427905438416,-0.9448699866019972,-0.9049861840565454,-0.8397338484614792,-0.8128895133707758,-0.925602103307838,0.0,0.0,1.0
8.0,-0.19980339826798216,-0.07942572250711186,0.011563294395590387,-0.3410806038321181,-0.4634998987385395,-0.046474045763136455,-0.13529276450580455,1.0,0.0,0.0
8.0,-0.6578369631145096,-0.5833158241356144,-0.4666533461032038,-0.7877182966681021,-0.7541237281652415,-0.7763935387227929,-0.7459863444891941,0.0,0.0,1.0
8.0,-0.4496398881842701,-0.23059275299566265,-0.10799086572910817,-0.487920393257647,-0.3733839826372365,-0.5528556940038981,-0.4945242821430925,0.0,0.0,1.0
4.0,-2.323413562556428,-2.195764149346821,-1.9013032675995851,-1.5147791984764507,-1.4299930989250136,-1.5199990221754431,-1.5362956832912278,0.0,1.0,0.0
7.0,-0.1581639832819342,-0.07942572250711186,-0.3470991859785052,-0.5011767631363407,-0.5108107546917234,-0.46161575738394106,-0.4586011303793638,1.0,0.0,0.0
7.0,-0.6161975481284616,-0.6337048342984648,-0.8253158264772991,-0.8509409837818716,-0.8081932778260233,-0.6212856464688659,-0.7459863444891941,0.0,0.0,1.0
9.0,-0.1581639832819342,-0.029036712344261587,-0.7057616663526005,-0.41552021930478206,-0.24496880219287995,-0.1878959475240698,-0.4586011303793638,0.0,0.0,1.0
10.0,0.05003309164830575,0.021352297818588117,-0.2275450258538067,-0.2697001506391525,-0.2584861896080754,0.1177578401527864,-0.2789853715607197,1.0,0.0,0.0
7.0,-0.8243946230587016,-0.8352608749498652,-1.0644241467266955,-0.918242553935239,-0.8509983379741421,-0.9178154404837264,-0.9974484068352956,0.0,0.0,1.0
8.0,-0.033245738323790235,-0.07942572250711186,-0.4666533461032038,-0.5072950876957377,-0.5648803043525055,-0.4479297668909473,-0.38675482685190615,0.0,0.0,1.0
8.0,-0.4080004731982221,-0.5329268139727642,-0.4666533461032038,-0.7112392396756391,-0.5648803043525055,-0.7216495767508186,-0.7459863444891941,0.0,0.0,1.0
12.0,0.3415089965506408,0.3236863587956897,0.4897799348943839,0.17591782143693216,-0.0241848077446878,0.1177578401527864,0.5831702707687715,1.0,0.0,0.0
13.0,0.5913454864669286,0.877965470587042,1.087550735517876,0.9305111837625673,0.25517453216935154,0.3960396468436552,1.7686342789718217,1.0,0.0,0.0
10.0,-0.4080004731982221,-0.1802037428328124,-0.4666533461032038,-0.6082474429257889,-0.6572491183563409,-0.5939136654828787,-0.4945242821430925,1.0,0.0,0.0
6.0,-1.7821011677378042,-1.7422630578811695,-1.6621949473501878,-1.3822154996895146,-1.3353713870186454,-1.2782131901325566,-1.3926030762363124,0.0,1.0,0.0
13.0,0.2582301665785457,0.1725193283071389,-0.2275450258538067,-0.1269392442532216,-0.4297064302005509,-0.11490399822810407,0.2598619048952124,0.0,0.0,1.0
8.0,-1.0325916979889411,-0.8856498851127155,-0.7057616663526005,-0.970248312690114,-0.9861722121260964,-0.7490215577368058,-0.9974484068352956,1.0,0.0,0.0
